year,set,pc,feature,loading,explained
2018,full11,1,ews_ar1,0.07541911854591694,0.3831881838778332
2018,full11,1,log_vix,0.4431301959149674,0.3831881838778332
2018,full11,1,vrp,-0.11576620034058518,0.3831881838778332
2018,full11,2,log_rv20,0.02129591582971226,0.1675738180702627
2018,full11,2,log_rv5,0.05742550621490693,0.1675738180702627
2018,full11,2,log_act_rel,0.4144299037876308,0.1675738180702627
2018,full11,2,dd20,-0.20643181645274708,0.1675738180702627
2018,full11,2,ret20,-0.3076700460784891,0.1675738180702627
2018,full11,2,one_minus_n,0.5131964902718926,0.1675738180702627
2018,full11,2,n_sd,0.5694993069799481,0.1675738180702627
2018,full11,2,ews_var,0.1733262915766033,0.1675738180702627
2018,full11,2,ews_ar1,0.050940711500391124,0.1675738180702627
2018,full11,2,log_vix,-0.09274447051483087,0.1675738180702627
2018,full11,2,vrp,-0.24141893758489547,0.1675738180702627
2018,no_option9,1,log_rv20,0.46539420327398956,0.37534870437364376
2018,no_option9,1,log_rv5,0.46010780774432536,0.37534870437364376
2018,no_option9,1,log_act_rel,0.25329797724875874,0.37534870437364376
2018,no_option9,1,dd20,-0.45614904797953293,0.37534870437364376
2018,no_option9,1,ret20,-0.3607105568786115,0.37534870437364376
2018,no_option9,1,one_minus_n,-0.2998625252775511,0.37534870437364376
2018,no_option9,1,n_sd,-0.243623693291435,0.37534870437364376
2018,no_option9,1,ews_var,-0.12100558474761172,0.37534870437364376
2018,no_option9,1,ews_ar1,0.07384257700103343,0.37534870437364376
2018,no_option9,2,log_rv20,-0.011452299151207632,0.19777362180107785
2018,no_option9,2,log_rv5,0.045744431427175734,0.19777362180107785
2018,no_option9,2,log_act_rel,0.37311147962725777,0.19777362180107785
2018,no_option9,2,dd20,-0.2234812182671645,0.19777362180107785
2018,no_option9,2,ret20,-0.32883138036350523,0.19777362180107785
2018,no_option9,2,one_minus_n,0.5505652644629419,0.19777362180107785
2018,no_option9,2,n_sd,0.5997104353828361,0.19777362180107785
2018,no_option9,2,ews_var,0.1890225119211543,0.19777362180107785
2018,no_option9,2,ews_ar1,0.0445640799834047,0.19777362180107785
2018,common7,1,log_rv20,-0.4709575526268455,0.4447517732825953
2018,common7,1,log_rv5,-0.47731070692535893,0.4447517732825953
2018,common7,1,log_act_rel,-0.32619252159419493,0.4447517732825953
2018,common7,1,dd20,0.49902310597433913,0.4447517732825953
2018,common7,1,ret20,0.42208800991318607,0.4447517732825953
2018,common7,1,ews_var,0.09617462161582999,0.4447517732825953
2018,common7,1,ews_ar1,-0.0868332038017001,0.4447517732825953
2018,common7,2,log_rv20,-0.2665273361816362,0.15930747430640702
2018,common7,2,log_rv5,-0.1568631235559148,0.15930747430640702
2018,common7,2,log_act_rel,-0.13201510340732123,0.15930747430640702
2018,common7,2,dd20,-0.27505263900374416,0.15930747430640702
2018,common7,2,ret20,-0.45063899779005456,0.15930747430640702
2018,common7,2,ews_var,0.7716725135518411,0.15930747430640702
2018,common7,2,ews_ar1,-0.11278840048955163,0.15930747430640702
2019,full11,1,log_rv20,0.4356016079455234,0.38197020369489354
2019,full11,1,log_rv5,0.419033977716297,0.38197020369489354
2019,full11,1,log_act_rel,0.2193856451910588,0.38197020369489354
2019,full11,1,dd20,-0.4012543389352575,0.38197020369489354
2019,full11,1,ret20,-0.3081826913164516,0.38197020369489354
2019,full11,1,one_minus_n,-0.25802143914438586,0.38197020369489354
2019,full11,1,n_sd,-0.21334303991192044,0.38197020369489354
2019,full11,1,ews_var,-0.05551510936123636,0.38197020369489354
2019,full11,1,ews_ar1,0.07976034097145712,0.38197020369489354
2019,full11,1,log_vix,0.44196697357791664,0.38197020369489354
2019,full11,1,vrp,-0.11696720389630513,0.38197020369489354
2019,full11,2,log_rv20,0.018852524072005713,0.1684959435331347
